;course;daytime/evening attendance;previous qualification (grade);displaced;tuition fees up to date;scholarship holder;curricular units 1st sem (evaluations);curricular units 1st sem (grade);unemployment rate;inflation rate;gdp;target
3988;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
3989;Ciencias Sociales;1;Desemp. Basico;0;1;0;IB;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
3990;Ciencias Sociales;1;Desemp. Basico;0;1;0;IB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Alto;Graduate
3991;Ciencias Sociales;1;Desemp. Bajo;1;1;0;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
3992;Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
3993;Ciencias Sociales;1;Desemp. Alto;0;0;1;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
3994;Diseno;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Graduate
3995;Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
3996;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
3997;Ciencias de la Salud;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Graduate
3998;Ciencias de la Salud;1;Desemp. Basico;0;0;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Dropout
3999;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Dropout
4000;Ciencias Exactas;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
4001;Ciencias Exactas;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
4002;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
4003;Ciencias de la Salud;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
4004;Diseno;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
4005;Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
4006;Ciencias Agrarias;1;Desemp. Alto;0;1;1;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
4007;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Alto;Unemployment R. Superior;B;GDP. Bajo;Dropout
4008;Ciencias Sociales;1;Desemp. Basico;1;0;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
4009;Ciencias Sociales;1;Desemp. Bajo;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
4010;Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
4011;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Enrolled
4012;Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
4013;Ciencias de la Salud;1;Desemp. Basico;1;1;1;MB;Desemp. Superior;Unemployment R. Medio;B;GDP. Alto;Graduate
4014;Ciencias de la Salud;1;Desemp. Basico;1;1;1;MB;Desemp. Alto;Unemployment R. Alto;B;GDP. Medio;Graduate
4015;Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
4016;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
4017;Ciencias Sociales;0;Desemp. Basico;0;1;1;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Alto;Dropout
4018;Ciencias Sociales;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
4019;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
4020;Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
4021;Ciencias Sociales;0;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
4022;Ciencias Exactas;1;Desemp. Alto;1;1;1;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
4023;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Dropout
4024;Ciencias de la Salud;1;Desemp. Bajo;0;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Alto;Enrolled
4025;Ciencias Exactas;0;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
4026;Ciencias Agrarias;1;Desemp. Bajo;0;1;0;IB;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
4027;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Dropout
4028;Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
4029;Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Dropout
4030;Ciencias Agrarias;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Graduate
4031;Diseno;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Enrolled
4032;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
4033;Diseno;1;Desemp. Alto;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
4034;Ciencias Sociales;0;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
4035;Ciencias Agrarias;1;Desemp. Bajo;1;1;0;B;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
4036;Diseno;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
4037;Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Enrolled
4038;Ciencias de la Salud;1;Desemp. Alto;1;1;1;MB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Alto;Graduate
4039;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Superior;B;GDP. Bajo;Graduate
4040;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Alto;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
4041;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
4042;Ciencias Sociales;1;Desemp. Bajo;1;1;0;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
4043;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Enrolled
4044;Ciencias Sociales;1;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
4045;Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
4046;Ciencias Sociales;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
4047;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
4048;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
4049;Ciencias de la Salud;1;Desemp. Basico;0;1;1;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
4050;Ciencias Agrarias;1;Desemp. Alto;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
4051;Ciencias Sociales;1;Desemp. Bajo;1;1;1;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
4052;Ciencias Sociales;1;Desemp. Basico;1;0;1;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
4053;Diseno;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Enrolled
4054;Ciencias Sociales;1;Desemp. Basico;1;1;1;MB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Alto;Graduate
4055;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
4056;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
4057;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Enrolled
4058;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Alto;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
4059;Ciencias Sociales;1;Desemp. Basico;1;0;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
4060;Ciencias Agrarias;1;Desemp. Alto;1;1;0;MB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Alto;Graduate
4061;Ciencias Agrarias;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
4062;Ciencias de la Salud;1;Desemp. Alto;0;1;0;B;Desemp. Alto;Unemployment R. Bajo;M;GDP. Alto;Graduate
4063;Ciencias Exactas;0;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
4064;Diseno;1;Desemp. Basico;1;1;0;IB;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Enrolled
4065;Ciencias Sociales;0;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Enrolled
4066;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Bajo;Unemployment R. Alto;A;GDP. Bajo;Graduate
4067;Ciencias Sociales;0;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
4068;Diseno;1;Desemp. Basico;0;1;1;MB;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
4069;Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
4070;Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Alto;Unemployment R. Superior;B;GDP. Bajo;Graduate
4071;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
4072;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
4073;Ciencias Sociales;1;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
4074;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
4075;Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
4076;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
4077;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
4078;Ciencias Exactas;0;Desemp. Alto;0;1;0;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
4079;Diseno;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Enrolled
4080;Diseno;1;Desemp. Basico;1;0;1;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
4081;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Enrolled
4082;Ciencias Sociales;1;Desemp. Bajo;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Enrolled
4083;Ciencias Exactas;0;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
4084;Ciencias Exactas;1;Desemp. Basico;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Dropout
4085;Ciencias Agrarias;1;Desemp. Alto;1;0;0;B;Desemp. Bajo;Unemployment R. Alto;B;GDP. Medio;Dropout
4086;Ciencias Sociales;0;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
4087;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
4088;Ciencias Exactas;0;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
4089;Ciencias Sociales;0;Desemp. Basico;0;0;0;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
4090;Ciencias Sociales;0;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Graduate
4091;Ciencias Exactas;0;Desemp. Basico;0;0;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Dropout
4092;Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Dropout
4093;Ciencias Sociales;1;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
4094;Ciencias Sociales;1;Desemp. Basico;0;1;0;IB;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
4095;Ciencias de la Salud;1;Desemp. Basico;1;1;1;MB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Medio;Graduate
4096;Ciencias Sociales;0;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Graduate
4097;Ciencias Exactas;0;Desemp. Basico;0;1;0;IB;Desemp. Bajo;Unemployment R. Alto;A;GDP. Bajo;Graduate
4098;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;B;GDP. Bajo;Dropout
4099;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
4100;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Enrolled
4101;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Graduate
4102;Ciencias de la Salud;1;Desemp. Basico;1;1;1;MB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Alto;Graduate
4103;Ciencias Exactas;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Enrolled
4104;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
4105;Ciencias Exactas;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
4106;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
4107;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
4108;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Alto;Unemployment R. Medio;M;GDP. Medio;Graduate
4109;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Bajo;Unemployment R. Medio;M;GDP. Medio;Graduate
4110;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Alto;Unemployment R. Medio;M;GDP. Medio;Graduate
4111;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
4112;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
4113;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
4114;Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Alto;B;GDP. Medio;Graduate
4115;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Enrolled
4116;Ciencias de la Salud;1;Desemp. Basico;1;0;0;MB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Alto;Enrolled
4117;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Alto;Unemployment R. Alto;A;GDP. Bajo;Graduate
4118;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
4119;Ciencias Sociales;1;Desemp. Alto;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
4120;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
4121;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Superior;Unemployment R. Medio;B;GDP. Alto;Graduate
4122;Ciencias Sociales;1;Desemp. Basico;1;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Alto;Graduate
4123;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Medio;Graduate
4124;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Enrolled
4125;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Bajo;Unemployment R. Alto;A;GDP. Bajo;Enrolled
4126;Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
4127;Ciencias Sociales;0;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
4128;Ciencias de la Salud;1;Desemp. Basico;1;1;0;IB;Desemp. Alto;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
4129;Ciencias de la Salud;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
4130;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Alto;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
4131;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
4132;Ciencias de la Salud;1;Desemp. Basico;1;1;0;IB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Enrolled
4133;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Enrolled
4134;Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
4135;Ciencias Sociales;0;Desemp. Bajo;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
4136;Ciencias de la Salud;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Alto;A;GDP. Bajo;Graduate
4137;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
4138;Ciencias Sociales;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Dropout
4139;Ciencias Sociales;1;Desemp. Basico;0;1;1;B;Desemp. Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
4140;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
4141;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Medio;Dropout
4142;Ciencias Sociales;0;Desemp. Bajo;0;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Graduate
4143;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Enrolled
4144;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Alto;A;GDP. Bajo;Enrolled
4145;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Muy Bajo;Unemployment R. Superior;M;GDP. Muy Bajo;Dropout
4146;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Medio;B;GDP. Alto;Dropout
4147;Ciencias de la Salud;1;Desemp. Basico;0;0;1;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Enrolled
4148;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
4149;Ciencias de la Salud;1;Desemp. Basico;0;1;0;IA;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
4150;Ciencias Sociales;1;Desemp. Alto;1;1;0;MB;Desemp. Alto;Unemployment R. Bajo;M;GDP. Medio;Graduate
4151;Ciencias Agrarias;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Superior;B;GDP. Bajo;Graduate
4152;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Graduate
4153;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Alto;A;GDP. Bajo;Enrolled
4154;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
4155;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Alto;Unemployment R. Superior;B;GDP. Bajo;Graduate
4156;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Enrolled
4157;Ciencias Agrarias;1;Desemp. Alto;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Dropout
4158;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
4159;Diseno;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Graduate
4160;Ciencias Exactas;0;Desemp. Basico;1;1;1;B;Desemp. Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
4161;Ciencias Sociales;1;Desemp. Basico;1;0;0;MB;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Enrolled
4162;Ciencias Sociales;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Dropout
4163;Ciencias Sociales;1;Desemp. Bajo;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Alto;Graduate
4164;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Muy Bajo;Unemployment R. Bajo;B;GDP. Muy Bajo;Dropout
4165;Ciencias de la Salud;1;Desemp. Basico;0;1;0;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
4166;Ciencias Exactas;0;Desemp. Basico;0;1;1;MB;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Enrolled
4167;Diseno;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
4168;Ciencias Sociales;1;Desemp. Bajo;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Graduate
4169;Ciencias Sociales;1;Desemp. Bajo;1;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Dropout
4170;Ciencias Sociales;1;Desemp. Bajo;1;1;0;B;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Enrolled
4171;Ciencias Sociales;1;Desemp. Basico;1;1;1;B;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
4172;Ciencias Exactas;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Bajo;M;GDP. Medio;Enrolled
4173;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Alto;Unemployment R. Medio;B;GDP. Alto;Graduate
4174;Ciencias Sociales;1;Desemp. Alto;0;1;1;MB;Desemp. Basico;Unemployment R. Bajo;B;GDP. Muy Bajo;Graduate
4175;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;A;GDP. Bajo;Graduate
4176;Ciencias Sociales;1;Desemp. Basico;1;1;1;MB;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Graduate
4177;Ciencias de la Salud;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Alto;B;GDP. Medio;Enrolled
4178;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Basico;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
4179;Ciencias de la Salud;1;Desemp. Basico;1;1;1;B;Desemp. Alto;Unemployment R. Superior;M;GDP. Muy Bajo;Graduate
4180;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Basico;Unemployment R. Medio;M;GDP. Medio;Enrolled
4181;Ciencias Sociales;1;Desemp. Bajo;0;0;0;MB;Desemp. Muy Bajo;Unemployment R. Medio;M;GDP. Medio;Dropout
4182;Ciencias de la Salud;1;Desemp. Basico;0;1;0;B;Desemp. Basico;Unemployment R. Medio;B;GDP. Alto;Dropout
4183;Ciencias de la Salud;1;Desemp. Basico;1;1;0;MB;Desemp. Alto;Unemployment R. Alto;A;GDP. Bajo;Graduate
4184;Ciencias Sociales;1;Desemp. Basico;1;1;0;B;Desemp. Bajo;Unemployment R. Bajo;M;GDP. Medio;Graduate
4185;Ciencias Exactas;0;Desemp. Basico;1;1;0;B;Desemp. Muy Bajo;Unemployment R. Bajo;M;GDP. Medio;Enrolled
